encoder_input,decoder_input,decoder_output
"['<ja>', '▁1980', '[MASK]', 'モ', '[MASK]', '大会で', 'ソ連', '[MASK]', '反', '発', 'して', 'ボ', 'イ', 'コ', 'ット', 'を行った', '国は', '、', '日本', '・', '西', 'ドイツの', '他', '[MASK]', '[MASK]', '?', '▁', '</s>', '▁1980', '[MASK]', 'モ', '[MASK]', '大会で', 'ソ連', '[MASK]', '反']","['<ja>', '▁1980', '年の', 'モ', 'スクワ', '大会で', 'ソ連', 'に', '反', '発', 'して', 'ボ', 'イ', 'コ', 'ット', 'を行った', '国は', '、', '日本', '・', '西', 'ドイツの', '他', 'に', 'どの国ですか', '?', '▁', '</s>', '▁1980', '年の', 'モ', 'スクワ', '大会で', 'ソ連', 'に', '反']","['▁1980', '年の', 'モ', 'スクワ', '大会で', 'ソ連', 'に', '反', '発', 'して', 'ボ', 'イ', 'コ', 'ット', 'を行った', '国は', '、', '日本', '・', '西', 'ドイツの', '他', 'に', 'どの国ですか', '?', '▁', '</s>', '▁1980', '年の', 'モ', 'スクワ', '大会で', 'ソ連', 'に', '反', '<ja>']"
"['<ja>', '▁『', '[MASK]', '間', '伝説', '、', 'メル', 'ヒ', 'ェ', 'ン', '、', '聖', '者', '伝説', '[MASK]', 'と', '『', '子', 'ど', 'もの', '童', '話', '集', '[MASK]', '[MASK]', '[MASK]', 'されましたか', '?', '▁', '</s>', '▁フランス', '革命', '後に', 'ドイツ', '[MASK]', 'した人は誰']","['<ja>', '▁『', '民', '間', '伝説', '、', 'メル', 'ヒ', 'ェ', 'ン', '、', '聖', '者', '伝説', '』', 'と', '『', '子', 'ど', 'もの', '童', '話', '集', '』', 'はどちらが先に', '刊行', 'されましたか', '?', '▁', '</s>', '▁フランス', '革命', '後に', 'ドイツ', 'を占領', 'した人は誰']","['▁『', '民', '間', '伝説', '、', 'メル', 'ヒ', 'ェ', 'ン', '、', '聖', '者', '伝説', '』', 'と', '『', '子', 'ど', 'もの', '童', '話', '集', '』', 'はどちらが先に', '刊行', 'されましたか', '?', '▁', '</s>', '▁フランス', '革命', '後に', 'ドイツ', 'を占領', 'した人は誰', '<ja>']"
"['<ja>', '▁1943', '年の', 'インド', '洋', 'における', '共同', '作戦', 'に参加', 'した', '軍は', '、', '日本', '海軍', '、', 'ドイツ', '海軍', 'のほかに', '、', '何軍か', '?', '▁', '</s>', '▁日本', '海軍', '、', 'ドイツ', '海軍', 'のほかに', '、19', '43', '年の', 'インド', '洋', 'における', '共同']","['<ja>', '▁1943', '年の', 'インド', '洋', 'における', '共同', '作戦', 'に参加', 'した', '軍は', '、', '日本', '海軍', '、', 'ドイツ', '海軍', 'のほかに', '、', '何軍か', '?', '▁', '</s>', '▁日本', '海軍', '、', 'ドイツ', '海軍', 'のほかに', '、19', '43', '年の', 'インド', '洋', 'における', '共同']","['▁1943', '年の', 'インド', '洋', 'における', '共同', '作戦', 'に参加', 'した', '軍は', '、', '日本', '海軍', '、', 'ドイツ', '海軍', 'のほかに', '、', '何軍か', '?', '▁', '</s>', '▁日本', '海軍', '、', 'ドイツ', '海軍', 'のほかに', '、19', '43', '年の', 'インド', '洋', 'における', '共同', '<ja>']"
"['<ja>', '▁ヴィルヘルム', '2', '世は', '、', 'プロイセン', '王国', '国王', 'とどの国の', '皇帝', 'の', '位', 'を', '兼', '任', 'したか', '?', '▁', '</s>', '▁', 'プロイセン', '王国', 'と', 'ドイツ', '帝国', 'を', '統治', 'したもの', '[MASK]', '、', '第', '3', '代', 'ドイツ', '皇帝', 'だった']","['<ja>', '▁ヴィルヘルム', '2', '世は', '、', 'プロイセン', '王国', '国王', 'とどの国の', '皇帝', 'の', '位', 'を', '兼', '任', 'したか', '?', '▁', '</s>', '▁', 'プロイセン', '王国', 'と', 'ドイツ', '帝国', 'を', '統治', 'したもの', 'で', '、', '第', '3', '代', 'ドイツ', '皇帝', 'だった']","['▁ヴィルヘルム', '2', '世は', '、', 'プロイセン', '王国', '国王', 'とどの国の', '皇帝', 'の', '位', 'を', '兼', '任', 'したか', '?', '▁', '</s>', '▁', 'プロイセン', '王国', 'と', 'ドイツ', '帝国', 'を', '統治', 'したもの', 'で', '、', '第', '3', '代', 'ドイツ', '皇帝', 'だった', '<ja>']"
"['<ja>', '[MASK]', '市民', 'から', '[MASK]', '贈', 'された', '点', '[MASK]', '図書', 'は何', '点', 'でしたか', '?', '[MASK]', '[MASK]', '▁1925', '年', '時点で', '、', '[MASK]', '知', '県', 'で最も', '蔵書', '数が多かったのは', 'どこですか', '?', '[MASK]', '[MASK]', '▁1925', '年', '時点で', '、', '[MASK]', '知']","['<ja>', '▁', '市民', 'から', '寄', '贈', 'された', '点', '字', '図書', 'は何', '点', 'でしたか', '?', '▁', '</s>', '▁1925', '年', '時点で', '、', '愛', '知', '県', 'で最も', '蔵書', '数が多かったのは', 'どこですか', '?', '▁', '</s>', '▁1925', '年', '時点で', '、', '愛', '知']","['▁', '市民', 'から', '寄', '贈', 'された', '点', '字', '図書', 'は何', '点', 'でしたか', '?', '▁', '</s>', '▁1925', '年', '時点で', '、', '愛', '知', '県', 'で最も', '蔵書', '数が多かったのは', 'どこですか', '?', '▁', '</s>', '▁1925', '年', '時点で', '、', '愛', '知', '<ja>']"
"['<ja>', '▁コ', 'ロン', 'バン', 'ガ', 'ラ', '島', 'に向', 'かった', '2', '隻', 'の', '駆逐', '[MASK]', 'に', '載', 'せ', '[MASK]', '補', '給', '物', '資', 'の', '例', 'としては', '、', '米', '入', 'りの', '[MASK]', 'ラム', '缶', 'のほかに', '、', '何が', '挙げ']","['<ja>', '▁コ', 'ロン', 'バン', 'ガ', 'ラ', '島', 'に向', 'かった', '2', '隻', 'の', '駆逐', '艦', 'に', '載', 'せ', 'られていた', '補', '給', '物', '資', 'の', '例', 'としては', '、', '米', '入', 'りの', 'ド', 'ラム', '缶', 'のほかに', '、', '何が', '挙げ']","['▁コ', 'ロン', 'バン', 'ガ', 'ラ', '島', 'に向', 'かった', '2', '隻', 'の', '駆逐', '艦', 'に', '載', 'せ', 'られていた', '補', '給', '物', '資', 'の', '例', 'としては', '、', '米', '入', 'りの', 'ド', 'ラム', '缶', 'のほかに', '、', '何が', '挙げ', '<ja>']"
"['<ja>', '▁ブ', 'ナ', '等', 'の', '枯', '死', '衰退', 'と共に', '拡大', 'した', '草', '地', '[MASK]', 'な', '植物', 'は', 'バイ', 'ケ', 'イ', 'ソ', 'ウ', 'と何ですか', '?', '▁', '[MASK]', '▁', 'ツ', 'ツ', 'ジ', 'の名', '山', 'として', '有名な', '[MASK]', '沢']","['<ja>', '▁ブ', 'ナ', '等', 'の', '枯', '死', '衰退', 'と共に', '拡大', 'した', '草', '地', 'の主', 'な', '植物', 'は', 'バイ', 'ケ', 'イ', 'ソ', 'ウ', 'と何ですか', '?', '▁', '</s>', '▁', 'ツ', 'ツ', 'ジ', 'の名', '山', 'として', '有名な', '丹', '沢']","['▁ブ', 'ナ', '等', 'の', '枯', '死', '衰退', 'と共に', '拡大', 'した', '草', '地', 'の主', 'な', '植物', 'は', 'バイ', 'ケ', 'イ', 'ソ', 'ウ', 'と何ですか', '?', '▁', '</s>', '▁', 'ツ', 'ツ', 'ジ', 'の名', '山', 'として', '有名な', '丹', '沢', '<ja>']"
"['<ja>', '▁', '太宰', 'の', '書いた', '『', '[MASK]', '悩', 'の', '年', '鑑', '』', 'にも', '登場する', '、', '津', '島', '家', '[MASK]', 'であり', '、', '太宰', 'の', '曽', '祖父', 'でも', '[MASK]', '[MASK]', '[MASK]', 'は何', '[MASK]', '▁', '</s>', '▁津', '島', '家']","['<ja>', '▁', '太宰', 'の', '書いた', '『', '苦', '悩', 'の', '年', '鑑', '』', 'にも', '登場する', '、', '津', '島', '家', 'の初代', 'であり', '、', '太宰', 'の', '曽', '祖父', 'でも', 'ある', '人物', 'の名', 'は何', '?', '▁', '</s>', '▁津', '島', '家']","['▁', '太宰', 'の', '書いた', '『', '苦', '悩', 'の', '年', '鑑', '』', 'にも', '登場する', '、', '津', '島', '家', 'の初代', 'であり', '、', '太宰', 'の', '曽', '祖父', 'でも', 'ある', '人物', 'の名', 'は何', '?', '▁', '</s>', '▁津', '島', '家', '<ja>']"
"['<ja>', '▁イギリス', 'の', 'マ', 'レー', '半島', 'は', '、', 'マ', 'レー', '作戦', 'により', 'どの国', 'から', '攻撃', 'を受けた', 'のか', '?', '▁', '</s>', '[MASK]', 'レー', '作戦', 'で', 'イギリスの', 'マ', 'レー', '半島', '[MASK]', 'した国は', '、', 'どの国か', '?', '▁', '</s>', '▁日本']","['<ja>', '▁イギリス', 'の', 'マ', 'レー', '半島', 'は', '、', 'マ', 'レー', '作戦', 'により', 'どの国', 'から', '攻撃', 'を受けた', 'のか', '?', '▁', '</s>', '▁マ', 'レー', '作戦', 'で', 'イギリスの', 'マ', 'レー', '半島', 'を攻撃', 'した国は', '、', 'どの国か', '?', '▁', '</s>', '▁日本']","['▁イギリス', 'の', 'マ', 'レー', '半島', 'は', '、', 'マ', 'レー', '作戦', 'により', 'どの国', 'から', '攻撃', 'を受けた', 'のか', '?', '▁', '</s>', '▁マ', 'レー', '作戦', 'で', 'イギリスの', 'マ', 'レー', '半島', 'を攻撃', 'した国は', '、', 'どの国か', '?', '▁', '</s>', '▁日本', '<ja>']"
"['<ja>', '▁2017', '年に', 'ブラ', 'ジル', 'オリンピック', '[MASK]', 'の', '[MASK]', '長', 'だった', '人は誰ですか', '?', '▁', '</s>', '▁ブラ', 'ジル', 'オリンピック', '[MASK]', 'の', 'カル', 'ロス', '・', 'ヌ', 'ズ', 'マン', '[MASK]', '長', 'が', '、', 'リオ', 'デ', 'ジャ', 'ネ', 'イ', 'ロ']","['<ja>', '▁2017', '年に', 'ブラ', 'ジル', 'オリンピック', '委員会', 'の', '会', '長', 'だった', '人は誰ですか', '?', '▁', '</s>', '▁ブラ', 'ジル', 'オリンピック', '委員会', 'の', 'カル', 'ロス', '・', 'ヌ', 'ズ', 'マン', '会', '長', 'が', '、', 'リオ', 'デ', 'ジャ', 'ネ', 'イ', 'ロ']","['▁2017', '年に', 'ブラ', 'ジル', 'オリンピック', '委員会', 'の', '会', '長', 'だった', '人は誰ですか', '?', '▁', '</s>', '▁ブラ', 'ジル', 'オリンピック', '委員会', 'の', 'カル', 'ロス', '・', 'ヌ', 'ズ', 'マン', '会', '長', 'が', '、', 'リオ', 'デ', 'ジャ', 'ネ', 'イ', 'ロ', '<ja>']"
"['<ja>', '[MASK]', '分', 'と', '朱', 'はどちらが', '金額', 'が高い', '?', '[MASK]', '</s>', '▁長', '方', '形', '[MASK]', '金', '貨', '[MASK]', '位', '[MASK]', '銀', '貨', 'を', '総', 'じ', 'て', '何と呼', 'んでいた', '?', '[MASK]', '</s>', '▁一般', '流', '[MASK]', 'を', '[MASK]']","['<ja>', '▁', '分', 'と', '朱', 'はどちらが', '金額', 'が高い', '?', '▁', '</s>', '▁長', '方', '形', 'の', '金', '貨', '単', '位', 'の', '銀', '貨', 'を', '総', 'じ', 'て', '何と呼', 'んでいた', '?', '▁', '</s>', '▁一般', '流', '通', 'を', '目的']","['▁', '分', 'と', '朱', 'はどちらが', '金額', 'が高い', '?', '▁', '</s>', '▁長', '方', '形', 'の', '金', '貨', '単', '位', 'の', '銀', '貨', 'を', '総', 'じ', 'て', '何と呼', 'んでいた', '?', '▁', '</s>', '▁一般', '流', '通', 'を', '目的', '<ja>']"
"['<ja>', '▁世界で最も', '早く', '[MASK]', 'された', '[MASK]', 'イン', '・', 'シェ', 'ッド', 'の', '[MASK]', 'とは', '、', 'どんな', '[MASK]', 'であるの', '[MASK]', '▁', '</s>', '▁どの', '駅', '[MASK]', '、', '世界', 'で初めて', 'キング', 'ポ', 'スト', '・', 'ト', 'ラス', 'が', '[MASK]', 'られましたか', '[MASK]']","['<ja>', '▁世界で最も', '早く', '採用', 'された', 'トレ', 'イン', '・', 'シェ', 'ッド', 'の', '構造', 'とは', '、', 'どんな', '構造', 'であるの', '?', '▁', '</s>', '▁どの', '駅', 'において', '、', '世界', 'で初めて', 'キング', 'ポ', 'スト', '・', 'ト', 'ラス', 'が', '用い', 'られましたか', '?']","['▁世界で最も', '早く', '採用', 'された', 'トレ', 'イン', '・', 'シェ', 'ッド', 'の', '構造', 'とは', '、', 'どんな', '構造', 'であるの', '?', '▁', '</s>', '▁どの', '駅', 'において', '、', '世界', 'で初めて', 'キング', 'ポ', 'スト', '・', 'ト', 'ラス', 'が', '用い', 'られましたか', '?', '<ja>']"
"['<ja>', '▁ウ', 'ツ', 'クシ', 'マツ', '[MASK]', '数が多かったのは', '1980', '年と', '2016', '年のどちらですか', '?', '▁', '</s>', '▁ウ', 'ツ', 'クシ', 'マツ', '[MASK]', '数が多かったのは', '、', '201', '8', '年の', '6', '月', 'と', '11', '月', 'のどちらですか', '?', '▁', '</s>', '▁', '保存', '計画']","['<ja>', '▁ウ', 'ツ', 'クシ', 'マツ', 'の', '数が多かったのは', '1980', '年と', '2016', '年のどちらですか', '?', '▁', '</s>', '▁ウ', 'ツ', 'クシ', 'マツ', 'の', '数が多かったのは', '、', '201', '8', '年の', '6', '月', 'と', '11', '月', 'のどちらですか', '?', '▁', '</s>', '▁', '保存', '計画']","['▁ウ', 'ツ', 'クシ', 'マツ', 'の', '数が多かったのは', '1980', '年と', '2016', '年のどちらですか', '?', '▁', '</s>', '▁ウ', 'ツ', 'クシ', 'マツ', 'の', '数が多かったのは', '、', '201', '8', '年の', '6', '月', 'と', '11', '月', 'のどちらですか', '?', '▁', '</s>', '▁', '保存', '計画', '<ja>']"
"['<ja>', '▁2013', '年に', 'シ', 'リア', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '世界', '[MASK]', 'が', '、', '2016', '年に', 'は', 'リ', 'ビア', '[MASK]', '[MASK]', '[MASK]', '[MASK]', '世界', '[MASK]', 'が', '危', '機', '[MASK]', 'として', '登録', 'された', '理由', 'は', '、', '各', '国で']","['<ja>', '▁2013', '年に', 'シ', 'リア', 'の', 'すべ', 'て', 'の', '世界', '遺産', 'が', '、', '2016', '年に', 'は', 'リ', 'ビア', 'の', 'すべ', 'て', 'の', '世界', '遺産', 'が', '危', '機', '遺産', 'として', '登録', 'された', '理由', 'は', '、', '各', '国で']","['▁2013', '年に', 'シ', 'リア', 'の', 'すべ', 'て', 'の', '世界', '遺産', 'が', '、', '2016', '年に', 'は', 'リ', 'ビア', 'の', 'すべ', 'て', 'の', '世界', '遺産', 'が', '危', '機', '遺産', 'として', '登録', 'された', '理由', 'は', '、', '各', '国で', '<ja>']"
"['<ja>', '[MASK]', '独ソ不可侵条約', '[MASK]', '結ば', 'れたのは', '、', 'いつのことなの', '?', '[MASK]', '[MASK]', '[MASK]', 'と', 'ロシア', '[MASK]', 'バルト三国', '[MASK]', '[MASK]', 'すること', '[MASK]', '決', 'めた', '条約は', '、', 'いつ', '結ば', 'れましたか', '?', '[MASK]', '[MASK]', '▁1939', '年', '8', '月', '23', '[MASK]']","['<ja>', '▁', '独ソ不可侵条約', 'が', '結ば', 'れたのは', '、', 'いつのことなの', '?', '▁', '</s>', '▁ドイツ', 'と', 'ロシア', 'が', 'バルト三国', 'を', '分割', 'すること', 'を', '決', 'めた', '条約は', '、', 'いつ', '結ば', 'れましたか', '?', '▁', '</s>', '▁1939', '年', '8', '月', '23', '日に']","['▁', '独ソ不可侵条約', 'が', '結ば', 'れたのは', '、', 'いつのことなの', '?', '▁', '</s>', '▁ドイツ', 'と', 'ロシア', 'が', 'バルト三国', 'を', '分割', 'すること', 'を', '決', 'めた', '条約は', '、', 'いつ', '結ば', 'れましたか', '?', '▁', '</s>', '▁1939', '年', '8', '月', '23', '日に', '<ja>']"
"['<ja>', '▁日本', 'が', '[MASK]', 'を', '[MASK]', 'したのは', '、1945', '年', '8', '月', '何日', 'からの', '御', '前', '会議', '[MASK]', 'のことか', '?', '▁', '</s>', '▁1945', '年', '8', '月', '何日', 'からの', '御', '前', '会議', '[MASK]', '、', '日本', 'は', '[MASK]', 'を']","['<ja>', '▁日本', 'が', '降伏', 'を', '決定', 'したのは', '、1945', '年', '8', '月', '何日', 'からの', '御', '前', '会議', 'で', 'のことか', '?', '▁', '</s>', '▁1945', '年', '8', '月', '何日', 'からの', '御', '前', '会議', 'で', '、', '日本', 'は', '降伏', 'を']","['▁日本', 'が', '降伏', 'を', '決定', 'したのは', '、1945', '年', '8', '月', '何日', 'からの', '御', '前', '会議', 'で', 'のことか', '?', '▁', '</s>', '▁1945', '年', '8', '月', '何日', 'からの', '御', '前', '会議', 'で', '、', '日本', 'は', '降伏', 'を', '<ja>']"
"['<ja>', '▁第', '[MASK]', '回', '全国', '高等', '学校', '[MASK]', '選手', '権', '[MASK]', 'があった', '[MASK]', 'は何年ですか', '?', '▁', '</s>', '[MASK]', '年の', '全国', '高等', '学校', '[MASK]', '選手', '権', '[MASK]', 'は', '第何', '回', 'ですか', '?', '▁', '</s>', '[MASK]', '年の', '8']","['<ja>', '▁第', '74', '回', '全国', '高等', '学校', '野球', '選手', '権', '大会', 'があった', '年', 'は何年ですか', '?', '▁', '</s>', '▁1992', '年の', '全国', '高等', '学校', '野球', '選手', '権', '大会', 'は', '第何', '回', 'ですか', '?', '▁', '</s>', '▁1992', '年の', '8']","['▁第', '74', '回', '全国', '高等', '学校', '野球', '選手', '権', '大会', 'があった', '年', 'は何年ですか', '?', '▁', '</s>', '▁1992', '年の', '全国', '高等', '学校', '野球', '選手', '権', '大会', 'は', '第何', '回', 'ですか', '?', '▁', '</s>', '▁1992', '年の', '8', '<ja>']"
"['<ja>', '▁', '事故', '機', 'に', '搭', '乗', 'していた', '人', 'で', '、', '深刻', 'な', '状況', 'である', 'ことを', '認', '識', 'して', 'から', '手', '助', 'け', 'しようと', 'したのは', '、', '[MASK]', '?', '▁', '</s>', '▁', '事故', '機', 'に', '搭', '乗']","['<ja>', '▁', '事故', '機', 'に', '搭', '乗', 'していた', '人', 'で', '、', '深刻', 'な', '状況', 'である', 'ことを', '認', '識', 'して', 'から', '手', '助', 'け', 'しようと', 'したのは', '、', '誰なの', '?', '▁', '</s>', '▁', '事故', '機', 'に', '搭', '乗']","['▁', '事故', '機', 'に', '搭', '乗', 'していた', '人', 'で', '、', '深刻', 'な', '状況', 'である', 'ことを', '認', '識', 'して', 'から', '手', '助', 'け', 'しようと', 'したのは', '、', '誰なの', '?', '▁', '</s>', '▁', '事故', '機', 'に', '搭', '乗', '<ja>']"
"['<ja>', '▁カ', 'フカ', 'が', '気', 'に入', 'っていた', '叔', '父', 'とは何', 'という', '名前', 'ですか', '?', '▁', '</s>', '▁', 'ジ', 'ーク', 'フ', '[MASK]', 'の職業', 'は何ですか', '?', '▁', '</s>', '▁', '母', '方', '[MASK]', '5', '人の', '叔', '父', 'のうち', '、']","['<ja>', '▁カ', 'フカ', 'が', '気', 'に入', 'っていた', '叔', '父', 'とは何', 'という', '名前', 'ですか', '?', '▁', '</s>', '▁', 'ジ', 'ーク', 'フ', 'リート', 'の職業', 'は何ですか', '?', '▁', '</s>', '▁', '母', '方', 'の', '5', '人の', '叔', '父', 'のうち', '、']","['▁カ', 'フカ', 'が', '気', 'に入', 'っていた', '叔', '父', 'とは何', 'という', '名前', 'ですか', '?', '▁', '</s>', '▁', 'ジ', 'ーク', 'フ', 'リート', 'の職業', 'は何ですか', '?', '▁', '</s>', '▁', '母', '方', 'の', '5', '人の', '叔', '父', 'のうち', '、', '<ja>']"
"['<ja>', '▁', '朝鮮', '半', '島の', '北部', 'の', '山', '岳', '地', '帯', 'が', '[MASK]', 'グ', 'ネ', 'サイト', '、', 'タ', 'ング', 'ステ', 'ン', '、', 'モ', 'リ', 'ブ', 'デン', '、', '黒', '[MASK]', '、', '[MASK]', '石', 'など', '[MASK]', '種類', 'の']","['<ja>', '▁', '朝鮮', '半', '島の', '北部', 'の', '山', '岳', '地', '帯', 'が', 'マ', 'グ', 'ネ', 'サイト', '、', 'タ', 'ング', 'ステ', 'ン', '、', 'モ', 'リ', 'ブ', 'デン', '、', '黒', '鉛', '、', '蛍', '石', 'など', '7', '種類', 'の']","['▁', '朝鮮', '半', '島の', '北部', 'の', '山', '岳', '地', '帯', 'が', 'マ', 'グ', 'ネ', 'サイト', '、', 'タ', 'ング', 'ステ', 'ン', '、', 'モ', 'リ', 'ブ', 'デン', '、', '黒', '鉛', '、', '蛍', '石', 'など', '7', '種類', 'の', '<ja>']"
"['<ja>', '▁', 'チュー', 'リ', 'ップ', '・', 'バ', 'ブ', 'ルの', 'ピ', 'ーク', '[MASK]', 'から始ま', 'ったか', '。', '▁', '[MASK]', '▁', 'チャールズ', '・', 'マ', 'ッ', 'ケ', 'イ', 'によって', '18', '41', '年に', '出版', 'された', '本', 'のタイトル', 'は何', '?', '▁', '[MASK]']","['<ja>', '▁', 'チュー', 'リ', 'ップ', '・', 'バ', 'ブ', 'ルの', 'ピ', 'ーク', 'は何年', 'から始ま', 'ったか', '。', '▁', '</s>', '▁', 'チャールズ', '・', 'マ', 'ッ', 'ケ', 'イ', 'によって', '18', '41', '年に', '出版', 'された', '本', 'のタイトル', 'は何', '?', '▁', '</s>']","['▁', 'チュー', 'リ', 'ップ', '・', 'バ', 'ブ', 'ルの', 'ピ', 'ーク', 'は何年', 'から始ま', 'ったか', '。', '▁', '</s>', '▁', 'チャールズ', '・', 'マ', 'ッ', 'ケ', 'イ', 'によって', '18', '41', '年に', '出版', 'された', '本', 'のタイトル', 'は何', '?', '▁', '</s>', '<ja>']"
"['<ja>', 'トル', 'に', '圧', '力を', 'かけ', '[MASK]', '、', '誰か', '?', '▁', '</s>', '▁', 'フェル', '[MASK]', 'ナ', 'ント', '1', '世は', '、', '何年に', '締結', 'された', '継', '承', '条約', 'を', '拒', '否', 'したか', '?', '▁', '</s>', '▁ボ', 'ヘ', 'ミ']","['<ja>', 'トル', 'に', '圧', '力を', 'かけ', 'たのは', '、', '誰か', '?', '▁', '</s>', '▁', 'フェル', 'ディ', 'ナ', 'ント', '1', '世は', '、', '何年に', '締結', 'された', '継', '承', '条約', 'を', '拒', '否', 'したか', '?', '▁', '</s>', '▁ボ', 'ヘ', 'ミ']","['トル', 'に', '圧', '力を', 'かけ', 'たのは', '、', '誰か', '?', '▁', '</s>', '▁', 'フェル', 'ディ', 'ナ', 'ント', '1', '世は', '、', '何年に', '締結', 'された', '継', '承', '条約', 'を', '拒', '否', 'したか', '?', '▁', '</s>', '▁ボ', 'ヘ', 'ミ', '<ja>']"
"['<ja>', '▁1945', '年', '2', '月', '、', 'アメリカ', '・', 'イギリス', '・', 'ソ連の', '三国', 'が', '、', '[MASK]', '犯罪', '[MASK]', '処', '罰', '、', 'ポーランド', '東部の', '[MASK]', '化', '、', 'オー', '[MASK]', '・', 'ナイ', 'セ', '線', '以', '東の', 'ドイツ', '領', '[MASK]']","['<ja>', '▁1945', '年', '2', '月', '、', 'アメリカ', '・', 'イギリス', '・', 'ソ連の', '三国', 'が', '、', '戦争', '犯罪', '人の', '処', '罰', '、', 'ポーランド', '東部の', 'ソ連領', '化', '、', 'オー', 'デル', '・', 'ナイ', 'セ', '線', '以', '東の', 'ドイツ', '領', '分割']","['▁1945', '年', '2', '月', '、', 'アメリカ', '・', 'イギリス', '・', 'ソ連の', '三国', 'が', '、', '戦争', '犯罪', '人の', '処', '罰', '、', 'ポーランド', '東部の', 'ソ連領', '化', '、', 'オー', 'デル', '・', 'ナイ', 'セ', '線', '以', '東の', 'ドイツ', '領', '分割', '<ja>']"
"['<ja>', '[MASK]', 'ダル', 'マ', 'ザ', 'メ', '属', 'と', '本', '種', 'が', '[MASK]', '岐', 'したのは何年', '前', '?', '[MASK]', '</s>', '▁本種', 'と', '最も', '近', 'いのは', '何', '属', '?', '[MASK]', '</s>', '▁最も', '古い', '歯', 'の', '化石', 'はどこで', '発見', 'されたの']","['<ja>', '▁', 'ダル', 'マ', 'ザ', 'メ', '属', 'と', '本', '種', 'が', '分', '岐', 'したのは何年', '前', '?', '▁', '</s>', '▁本種', 'と', '最も', '近', 'いのは', '何', '属', '?', '▁', '</s>', '▁最も', '古い', '歯', 'の', '化石', 'はどこで', '発見', 'されたの']","['▁', 'ダル', 'マ', 'ザ', 'メ', '属', 'と', '本', '種', 'が', '分', '岐', 'したのは何年', '前', '?', '▁', '</s>', '▁本種', 'と', '最も', '近', 'いのは', '何', '属', '?', '▁', '</s>', '▁最も', '古い', '歯', 'の', '化石', 'はどこで', '発見', 'されたの', '<ja>']"
"['<ja>', '▁2004', '年に', '起こった', 'マド', 'リード', '列', '車', '爆', '破', 'テ', 'ロの', '犯', '行', 'は', '、', 'P', 'P', 'から', 'どこの', '組織', 'だと', '判断', 'されましたか', '?', '▁', '</s>', '[MASK]', 'TA', 'が', '196', '8', '[MASK]', '武', '力', '闘']","['<ja>', '▁2004', '年に', '起こった', 'マド', 'リード', '列', '車', '爆', '破', 'テ', 'ロの', '犯', '行', 'は', '、', 'P', 'P', 'から', 'どこの', '組織', 'だと', '判断', 'されましたか', '?', '▁', '</s>', '▁E', 'TA', 'が', '196', '8', '年の', '武', '力', '闘']","['▁2004', '年に', '起こった', 'マド', 'リード', '列', '車', '爆', '破', 'テ', 'ロの', '犯', '行', 'は', '、', 'P', 'P', 'から', 'どこの', '組織', 'だと', '判断', 'されましたか', '?', '▁', '</s>', '▁E', 'TA', 'が', '196', '8', '年の', '武', '力', '闘', '<ja>']"
"['<ja>', '▁ウル', 'グ', '・', '[MASK]', 'ク', 'と', 'エ', 'ケ', '・', '[MASK]', 'グ', 'ムの', '結婚', 'が', '取り', '決', 'め', 'られたのは', '、', '何年のことなの', '[MASK]', '▁', '</s>', '▁ウル', 'グ', '・', '[MASK]', 'ク', 'と', 'エ', 'ケ', '・', '[MASK]', 'グ', 'ムの']","['<ja>', '▁ウル', 'グ', '・', 'ベ', 'ク', 'と', 'エ', 'ケ', '・', 'ベ', 'グ', 'ムの', '結婚', 'が', '取り', '決', 'め', 'られたのは', '、', '何年のことなの', '?', '▁', '</s>', '▁ウル', 'グ', '・', 'ベ', 'ク', 'と', 'エ', 'ケ', '・', 'ベ', 'グ', 'ムの']","['▁ウル', 'グ', '・', 'ベ', 'ク', 'と', 'エ', 'ケ', '・', 'ベ', 'グ', 'ムの', '結婚', 'が', '取り', '決', 'め', 'られたのは', '、', '何年のことなの', '?', '▁', '</s>', '▁ウル', 'グ', '・', 'ベ', 'ク', 'と', 'エ', 'ケ', '・', 'ベ', 'グ', 'ムの', '<ja>']"
"['<ja>', '▁', '爆', '薬', 'と', '[MASK]', 'ウ', 'ラン', '、', 'プ', 'ルト', 'ニ', 'ウム', '[MASK]', 'の', '密度', '差', '大き', 'さ', '故', '発生した', '衝', '撃', '波', 'を受け', '止', 'める', '役割', 'を持っている', '部', '品', 'は', '?', '▁', '</s>', '▁']","['<ja>', '▁', '爆', '薬', 'と', '天然', 'ウ', 'ラン', '、', 'プ', 'ルト', 'ニ', 'ウム', 'の間', 'の', '密度', '差', '大き', 'さ', '故', '発生した', '衝', '撃', '波', 'を受け', '止', 'める', '役割', 'を持っている', '部', '品', 'は', '?', '▁', '</s>', '▁']","['▁', '爆', '薬', 'と', '天然', 'ウ', 'ラン', '、', 'プ', 'ルト', 'ニ', 'ウム', 'の間', 'の', '密度', '差', '大き', 'さ', '故', '発生した', '衝', '撃', '波', 'を受け', '止', 'める', '役割', 'を持っている', '部', '品', 'は', '?', '▁', '</s>', '▁', '<ja>']"
